time,angle,time,speed,time,accelerator position,time,brake position
130.122150144,0.2,140.25083008,59.33125,,,,
130.132150016,0.3,140.270950144,59.4,,,,
130.142270208,0.3,140.290950144,59.4,,,,
130.15227008,0.3,140.310820096,59.46875,,,,
130.162150144,0.3,140.331080192,59.5375,,,,
130.17227008,0.3,140.350960128,59.675,,,,
130.182150144,0.3,140.37083008,59.675,,,,
130.19227008,0.3,140.390950144,59.74375,,,,
130.20214016,0.3,140.4112,59.675,,,,
130.212140032,0.3,140.43083008,59.74375,,,,
130.22214016,0.3,140.450950144,59.8125,,,,
130.23227008,0.3,140.47083008,60.01875,,,,
130.242150144,0.3,140.491330048,60.0875,,,,
130.25227008,0.3,140.510820096,60.15625,,,,
130.26214016,0.3,140.530950144,60.15625,,,,
130.27227008,0.3,140.55083008,60.15625,,,,
130.282150144,0.3,140.570950144,60.225,,,,
130.292280064,0.3,140.590820096,60.29375,,,,
130.30214016,0.3,140.610820096,60.43125,,,,
130.31227008,0.3,140.63083008,60.56875,,,,
130.32214016,0.3,140.650960128,60.6375,,,,
130.332140032,0.3,140.67083008,60.6375,,,,
130.342150144,0.3,140.691090176,60.6375,,,,
130.35227008,0.3,140.710950144,60.6375,,,,
130.36214016,0.2,140.73083008,60.84375,,,,
130.37227008,0.2,140.75083008,60.9125,,,,
130.382150144,0.2,140.771330048,60.9125,,,,
130.39227008,0.2,140.79083008,61.11875,,,,
130.40214016,0.2,140.810820096,61.05,,,,
130.412140032,0.1,140.830700032,60.98125,,,,
130.42214016,0,140.851080192,61.05,,,,
130.43227008,0,140.87083008,61.1875,,,,
130.44214016,-0.1,140.890820096,61.4625,,,,
130.45227008,-0.2,140.910820096,61.53125,,,,
130.46214016,-0.3,140.930950144,61.4625,,,,
130.47227008,-0.4,140.950820096,61.4625,,,,
130.482150144,-0.5,140.9712,61.53125,,,,
130.492390144,-0.6,140.990820096,61.6,,,,
130.502150144,-0.6,,,,,,
130.51227008,-0.7,,,,,,
130.522150144,-0.8,,,,,,
130.53227008,-0.8,,,,,,
130.542150144,-0.8,,,,,,
130.55227008,-0.9,,,,,,
130.56214016,-0.9,,,,,,
130.572390144,-0.9,,,,,,
130.58214016,-0.9,,,,,,
130.592260096,-0.9,,,,,,
130.60214016,-0.9,,,,,,
130.612260096,-0.9,,,,,,
130.62214016,-0.9,,,,,,
130.63227008,-0.9,,,,,,
130.642150144,-0.9,,,,,,
130.652280064,-0.9,,,,,,
130.66214016,-0.9,,,,,,
130.67227008,-0.9,,,,,,
130.68214016,-0.9,,,,,,
130.692140032,-0.9,,,,,,
130.70214016,-0.9,,,,,,
130.71227008,-0.9,,,,,,
130.72214016,-0.9,,,,,,
130.73227008,-0.9,,,,,,
130.74214016,-0.9,,,,,,
130.75227008,-0.9,,,,,,
130.76214016,-0.9,,,,,,
130.772390144,-0.9,,,,,,
130.78214016,-0.9,,,,,,
130.79227008,-0.9,,,,,,
130.80214016,-0.9,,,,,,
130.81227008,-0.9,,,,,,
130.82214016,-0.9,,,,,,
130.83227008,-0.9,,,,,,
130.84214016,-0.8,,,,,,
130.85227008,-0.8,,,,,,
130.86214016,-0.8,,,,,,
130.872140032,-0.8,,,,,,
130.88214016,-0.8,,,,,,
130.892260096,-0.7,,,,,,
130.90214016,-0.6,,,,,,
130.912260096,-0.6,,,,,,
130.92214016,-0.5,,,,,,
130.93227008,-0.4,,,,,,
130.94214016,-0.4,,,,,,
130.952140032,-0.3,,,,,,
130.96214016,-0.2,,,,,,
130.972140032,-0.2,,,,,,
130.982390016,-0.1,,,,,,
130.992140032,-0.1,,,,,,
131.00214016,-0.1,,,,,,
131.012260096,-0.1,,,,,,
131.022390016,-0.1,,,,,,
131.03227008,-0.1,,,,,,
131.042390016,-0.1,,,,,,
131.052260096,-0.1,,,,,,
131.06214016,-0.1,,,,,,
131.072140032,-0.1,,,,,,
131.08214016,-0.1,,,,,,
131.092260096,-0.1,,,,,,
131.102390016,-0.1,,,,,,
131.112260096,-0.1,,,,,,
131.122390016,-0.1,,,,,,
131.13227008,-0.1,,,,,,
131.142150144,-0.1,,,,,,
131.152140032,-0.1,,,,,,
131.1624,-0.1,,,,,,
131.17227008,0,,,,,,
131.182390016,0,,,,,,
131.192260096,0.1,,,,,,
131.202390016,0.2,,,,,,
131.212260096,0.3,,,,,,
131.22214016,0.4,,,,,,
131.232390144,0.5,,,,,,
131.242390016,0.7,,,,,,
131.252390144,0.8,,,,,,
131.262390016,1,,,,,,
131.272140032,1.1,,,,,,
131.28214016,1.2,,,,,,
131.292260096,1.2,,,,,,
131.302390016,1.3,,,,,,
131.31238016,1.3,,,,,,
131.322390016,1.3,,,,,,
131.332260096,1.3,,,,,,
131.3424,1.3,,,,,,
131.352390144,1.3,,,,,,
131.36214016,1.3,,,,,,
131.372390144,1.3,,,,,,
131.382390016,1.3,,,,,,
131.392260096,1.3,,,,,,
131.402380032,1.3,,,,,,
131.412390144,1.4,,,,,,
131.42214016,1.5,,,,,,
131.432390144,1.6,,,,,,
131.442390016,1.7,,,,,,
131.452390144,1.8,,,,,,
131.462390016,1.9,,,,,,
131.472260096,2,,,,,,
131.482390016,2.1,,,,,,
131.492390144,2.2,,,,,,
131.502260224,2.2,,,,,,
131.51238016,2.2,,,,,,
131.522390016,2.2,,,,,,
131.532260096,2.2,,,,,,
131.5424,2.2,,,,,,
131.552390144,2.2,,,,,,
131.562259968,2.2,,,,,,
131.572260096,2.2,,,,,,
131.582380032,2.2,,,,,,
131.59238016,2.2,,,,,,
131.602380032,2.2,,,,,,
131.612510208,2.2,,,,,,
131.622390016,2.2,,,,,,
131.632390144,2.1,,,,,,
131.64251008,1.9,,,,,,
131.652390144,1.8,,,,,,
131.662390016,1.7,,,,,,
131.672510208,1.6,,,,,,
131.682380032,1.5,,,,,,
131.692390144,1.4,,,,,,
131.70251008,1.3,,,,,,
131.712390144,1.2,,,,,,
131.722390016,1.2,,,,,,
131.732390144,1.1,,,,,,
131.742390016,1.1,,,,,,
131.752400128,1.1,,,,,,
131.762380032,1.1,,,,,,
131.77238016,1.1,,,,,,
131.782390016,1,,,,,,
131.792390144,0.9,,,,,,
131.802380032,0.8,,,,,,
131.812260096,0.8,,,,,,
131.822390016,0.7,,,,,,
131.832390144,0.7,,,,,,
131.842390016,0.6,,,,,,
131.85238016,0.6,,,,,,
131.862380032,0.6,,,,,,
131.872390144,0.5,,,,,,
131.882380032,0.5,,,,,,
131.89238016,0.4,,,,,,
131.902380032,0.3,,,,,,
131.91238016,0.1,,,,,,
131.922390016,0,,,,,,
131.932390144,-0.1,,,,,,
131.942380032,-0.3,,,,,,
131.95238016,-0.4,,,,,,
131.962380032,-0.5,,,,,,
131.972390144,-0.7,,,,,,
131.98251008,-0.9,,,,,,
131.99238016,-1.1,,,,,,
132.002380032,-1.3,,,,,,
132.01238016,-1.5,,,,,,
132.022380032,-1.5,,,,,,
132.03238016,-1.6,,,,,,
132.042380032,-1.6,,,,,,
132.05238016,-1.7,,,,,,
132.062380032,-1.8,,,,,,
132.072260096,-1.8,,,,,,
132.082380032,-1.9,,,,,,
132.092260096,-1.9,,,,,,
132.102380032,-2,,,,,,
132.11238016,-2.1,,,,,,
132.12251008,-2.1,,,,,,
132.132390144,-2.2,,,,,,
132.142380032,-2.2,,,,,,
132.15238016,-2.2,,,,,,
132.162380032,-2.3,,,,,,
132.172260096,-2.4,,,,,,
132.182380032,-2.5,,,,,,
132.19227008,-2.6,,,,,,
132.202380032,-2.7,,,,,,
132.212250112,-2.8,,,,,,
132.222380032,-2.9,,,,,,
132.23238016,-3.1,,,,,,
132.242380032,-3.2,,,,,,
132.252260096,-3.4,,,,,,
132.262380032,-3.5,,,,,,
132.272260096,-3.7,,,,,,
132.282390016,-3.8,,,,,,
132.29238016,-4,,,,,,
132.302380032,-4,,,,,,
132.31238016,-4.1,,,,,,
132.322380032,-4.2,,,,,,
132.33238016,-4.3,,,,,,
132.342390016,-4.4,,,,,,
132.352260096,-4.4,,,,,,
132.362380032,-4.5,,,,,,
132.37238016,-4.6,,,,,,
132.382380032,-4.6,,,,,,
132.392260096,-4.6,,,,,,
132.402380032,-4.6,,,,,,
132.412250112,-4.6,,,,,,
132.422380032,-4.6,,,,,,
132.432260096,-4.6,,,,,,
132.442390016,-4.7,,,,,,
132.45238016,-4.7,,,,,,
132.462380032,-4.7,,,,,,
132.472510208,-4.8,,,,,,
132.482380032,-4.9,,,,,,
132.492250112,-4.9,,,,,,
132.502380032,-5,,,,,,
132.51238016,-5.1,,,,,,
132.522380032,-5.1,,,,,,
132.53238016,-5.2,,,,,,
132.542390016,-5.3,,,,,,
132.552510208,-5.4,,,,,,
132.562380032,-5.4,,,,,,
132.57238016,-5.5,,,,,,
132.582390016,-5.6,,,,,,
132.59238016,-5.6,,,,,,
132.602380032,-5.6,,,,,,
132.61238016,-5.7,,,,,,
132.622380032,-5.7,,,,,,
132.632500224,-5.7,,,,,,
132.642380032,-5.8,,,,,,
132.65238016,-5.8,,,,,,
132.662380032,-5.8,,,,,,
132.672500224,-5.8,,,,,,
132.682380032,-5.8,,,,,,
132.692510208,-5.8,,,,,,
132.702380032,-5.8,,,,,,
132.712510208,-5.8,,,,,,
132.722380032,-5.8,,,,,,
132.73238016,-5.8,,,,,,
132.742380032,-5.8,,,,,,
132.752510208,-5.8,,,,,,
132.762380032,-5.8,,,,,,
132.772499968,-5.8,,,,,,
132.782380032,-5.8,,,,,,
132.79238016,-5.8,,,,,,
132.802249984,-5.8,,,,,,
132.812499968,-5.8,,,,,,
132.822380032,-5.8,,,,,,
132.832500224,-5.8,,,,,,
132.842380032,-5.8,,,,,,
132.852510208,-5.8,,,,,,
132.862380032,-5.8,,,,,,
132.87238016,-5.8,,,,,,
132.882380032,-5.8,,,,,,
132.892499968,-5.8,,,,,,
132.902370048,-5.8,,,,,,
132.912500224,-5.8,,,,,,
132.922380032,-5.8,,,,,,
132.932499968,-5.8,,,,,,
132.942380032,-5.8,,,,,,
132.952500224,-5.8,,,,,,
132.962380032,-5.8,,,,,,
132.972499968,-5.8,,,,,,
132.982370048,-5.8,,,,,,
132.992510208,-5.8,,,,,,
133.002380032,-5.8,,,,,,
133.012499968,-5.8,,,,,,
133.022500096,-5.8,,,,,,
133.032510208,-5.8,,,,,,
133.042380032,-5.8,,,,,,
133.052499968,-5.8,,,,,,
133.062500096,-5.8,,,,,,
133.072500224,-5.8,,,,,,
133.082500096,-5.8,,,,,,
133.092499968,-5.8,,,,,,
133.102370048,-5.8,,,,,,
133.112370176,-5.8,,,,,,
133.122630144,-5.8,,,,,,
133.132499968,-5.8,,,,,,
133.142630144,-5.8,,,,,,
133.152500224,-5.8,,,,,,
133.162630144,-5.8,,,,,,
133.172499968,-5.8,,,,,,
133.182370048,-5.8,,,,,,
133.192500224,-5.8,,,,,,
133.202500096,-5.8,,,,,,
133.212510208,-5.8,,,,,,
133.222630144,-5.8,,,,,,
133.232500224,-5.8,,,,,,
133.242380032,-5.8,,,,,,
133.252499968,-5.8,,,,,,
133.262630144,-5.9,,,,,,
133.272370176,-5.9,,,,,,
133.282500096,-6,,,,,,
133.292499968,-6,,,,,,
133.302630144,-6,,,,,,
133.312500224,-6.1,,,,,,
133.322380032,-6.1,,,,,,
133.332499968,-6.2,,,,,,
133.342500096,-6.3,,,,,,
133.352500224,-6.4,,,,,,
133.362500096,-6.4,,,,,,
133.372499968,-6.5,,,,,,
133.382380032,-6.6,,,,,,
133.392500224,-6.7,,,,,,
133.40262016,-6.8,,,,,,
133.412489984,-6.9,,,,,,
133.422500096,-6.9,,,,,,
133.432500224,-7,,,,,,
133.44262016,-7.1,,,,,,
133.452499968,-7.1,,,,,,
133.462380032,-7.1,,,,,,
133.472370176,-7.2,,,,,,
133.48262016,-7.2,,,,,,
133.492499968,-7.2,,,,,,
133.502490112,-7.2,,,,,,
133.512489984,-7.3,,,,,,
133.522380032,-7.3,,,,,,
133.53238016,-7.3,,,,,,
133.542500096,-7.3,,,,,,
133.55238016,-7.3,,,,,,
133.56251008,-7.3,,,,,,
133.572499968,-7.3,,,,,,
133.582500096,-7.3,,,,,,
133.59238016,-7.3,,,,,,
133.602370048,-7.3,,,,,,
133.612370176,-7.3,,,,,,
133.622500096,-7.3,,,,,,
133.632500224,-7.3,,,,,,
133.642500096,-7.3,,,,,,
133.652370176,-7.4,,,,,,
133.662630144,-7.4,,,,,,
133.672370176,-7.4,,,,,,
133.682500096,-7.4,,,,,,
133.692370176,-7.5,,,,,,
133.702500096,-7.5,,,,,,
133.712489984,-7.5,,,,,,
133.722630144,-7.6,,,,,,
133.73238016,-7.6,,,,,,
133.742630144,-7.6,,,,,,
133.752630016,-7.7,,,,,,
133.762500096,-7.7,,,,,,
133.772499968,-7.7,,,,,,
133.782490112,-7.7,,,,,,
133.792370176,-7.7,,,,,,
133.802370048,-7.7,,,,,,
133.812370176,-7.7,,,,,,
133.822500096,-7.7,,,,,,
133.832630016,-7.7,,,,,,
133.842500096,-7.7,,,,,,
133.852499968,-7.7,,,,,,
133.862500096,-7.7,,,,,,
133.872370176,-7.7,,,,,,
133.88262016,-7.7,,,,,,
133.892630016,-7.7,,,,,,
133.902500096,-7.7,,,,,,
133.912489984,-7.7,,,,,,
133.922500096,-7.8,,,,,,
133.932499968,-7.8,,,,,,
133.94262016,-7.9,,,,,,
133.952620032,-8,,,,,,
133.962500096,-8,,,,,,
133.972370176,-8,,,,,,
133.982500096,-8,,,,,,
133.992489984,-8,,,,,,
134.002490112,-8,,,,,,
134.012489984,-8,,,,,,
134.02262016,-8,,,,,,
134.032620032,-8,,,,,,
134.042490112,-8,,,,,,
134.052620032,-8,,,,,,
134.062500096,-8,,,,,,
134.072630016,-8,,,,,,
134.08262016,-8,,,,,,
134.092489984,-8,,,,,,
134.102490112,-8,,,,,,
134.112630016,-8,,,,,,
134.122490112,-8,,,,,,
134.132499968,-8,,,,,,
134.142490112,-8,,,,,,
134.152620032,-8,,,,,,
134.16262016,-8,,,,,,
134.172620032,-8.1,,,,,,
134.182490112,-8.1,,,,,,
134.192370176,-8.1,,,,,,
134.202490112,-8.1,,,,,,
134.212489984,-8.1,,,,,,
134.22262016,-8.1,,,,,,
134.232620032,-8.1,,,,,,
134.242490112,-8.1,,,,,,
134.252620032,-8.1,,,,,,
134.262490112,-8.1,,,,,,
134.272620032,-8.1,,,,,,
134.282490112,-8.1,,,,,,
134.292620032,-8.1,,,,,,
134.30262016,-8.1,,,,,,
134.312489984,-8.1,,,,,,
134.322490112,-8.1,,,,,,
134.332489984,-8.1,,,,,,
134.342490112,-8.1,,,,,,
134.352620032,-8.1,,,,,,
134.36262016,-8.1,,,,,,
134.372499968,-8.1,,,,,,
134.382490112,-8.1,,,,,,
134.392610048,-8.1,,,,,,
134.402490112,-8.1,,,,,,
134.412610048,-8.1,,,,,,
134.422490112,-8.1,,,,,,
134.432489984,-8.1,,,,,,
134.44262016,-8.1,,,,,,
134.452620032,-8.1,,,,,,
134.462490112,-8.1,,,,,,
134.472620032,-8.1,,,,,,
134.482490112,-8.1,,,,,,
134.492620032,-8.1,,,,,,
134.502610176,-8.1,,,,,,
134.512489984,-8.1,,,,,,
134.522490112,-8.1,,,,,,
134.532620032,-8.1,,,,,,
134.542490112,-8.1,,,,,,
134.552620032,-8.1,,,,,,
134.562490112,-8.1,,,,,,
134.572620032,-8.1,,,,,,
134.582610176,-8.1,,,,,,
134.592489984,-8.1,,,,,,
134.602490112,-8.1,,,,,,
134.612489984,-8.2,,,,,,
134.622490112,-8.3,,,,,,
134.632489984,-8.3,,,,,,
134.64262016,-8.5,,,,,,
134.652620032,-8.6,,,,,,
134.662490112,-8.6,,,,,,
134.672489984,-8.7,,,,,,
134.682490112,-8.7,,,,,,
134.692740096,-8.8,,,,,,
134.702610176,-8.9,,,,,,
134.712620032,-8.9,,,,,,
134.72262016,-9,,,,,,
134.732620032,-9.1,,,,,,
134.74262016,-9.1,,,,,,
134.752620032,-9.1,,,,,,
134.762490112,-9.1,,,,,,
134.772620032,-9.1,,,,,,
134.782610176,-9.2,,,,,,
134.792500224,-9.2,,,,,,
134.802490112,-9.2,,,,,,
134.812610048,-9.2,,,,,,
134.822610176,-9.3,,,,,,
134.832610048,-9.3,,,,,,
134.842490112,-9.3,,,,,,
134.852610048,-9.4,,,,,,
134.862610176,-9.4,,,,,,
134.872489984,-9.4,,,,,,
134.882490112,-9.5,,,,,,
134.892610048,-9.5,,,,,,
134.902490112,-9.5,,,,,,
134.912489984,-9.5,,,,,,
134.92262016,-9.5,,,,,,
134.932489984,-9.5,,,,,,
134.942490112,-9.5,,,,,,
134.952489984,-9.5,,,,,,
134.962490112,-9.5,,,,,,
134.972610048,-9.5,,,,,,
134.982490112,-9.5,,,,,,
134.99248,-9.5,,,,,,
135.002610176,-9.5,,,,,,
135.01248,-9.5,,,,,,
135.022490112,-9.5,,,,,,
135.032620032,-9.5,,,,,,
135.042490112,-9.5,,,,,,
135.052740096,-9.5,,,,,,
135.062610176,-9.5,,,,,,
135.072489984,-9.5,,,,,,
135.082490112,-9.5,,,,,,
135.092620032,-9.5,,,,,,
135.102480128,-9.5,,,,,,
135.112610048,-9.5,,,,,,
135.122490112,-9.5,,,,,,
135.132489984,-9.4,,,,,,
135.142610176,-9.3,,,,,,
135.152740096,-9.2,,,,,,
135.162490112,-9.1,,,,,,
135.172610048,-8.9,,,,,,
135.182490112,-8.7,,,,,,
135.19248,-8.7,,,,,,
135.202610176,-8.6,,,,,,
135.21248,-8.5,,,,,,
135.222490112,-8.4,,,,,,
135.232740096,-8.3,,,,,,
135.242490112,-8.2,,,,,,
135.252610048,-8.1,,,,,,
135.262490112,-8.1,,,,,,
135.272740096,-8.1,,,,,,
135.28262016,-8.1,,,,,,
135.292740096,-8.1,,,,,,
135.302480128,-8.1,,,,,,
135.312610048,-8.1,,,,,,
135.322480128,-8.1,,,,,,
135.332620032,-8.1,,,,,,
135.342610176,-8.1,,,,,,
135.35275008,-8.1,,,,,,
135.362490112,-8.1,,,,,,
135.372740096,-8.1,,,,,,
135.382480128,-8.1,,,,,,
135.392610048,-8.1,,,,,,
135.402480128,-8.1,,,,,,
135.412730112,-8.1,,,,,,
135.422610176,-8.1,,,,,,
135.432740096,-8.1,,,,,,
135.442490112,-8.1,,,,,,
135.452740096,-8.1,,,,,,
135.462490112,-8.1,,,,,,
135.472740096,-8.1,,,,,,
135.482610176,-8.1,,,,,,
135.492730112,-8.1,,,,,,
135.502490112,-8.1,,,,,,
135.512730112,-8.1,,,,,,
135.522490112,-8.1,,,,,,
135.532489984,-8.1,,,,,,
135.542480128,-8.1,,,,,,
135.552740096,-8.1,,,,,,
135.562610176,-8.1,,,,,,
135.572730112,-8.1,,,,,,
135.582480128,-8.1,,,,,,
135.592730112,-8.1,,,,,,
135.602480128,-8.1,,,,,,
135.612730112,-8.1,,,,,,
135.622610176,-8,,,,,,
135.632730112,-8,,,,,,
135.642480128,-8,,,,,,
135.652730112,-7.9,,,,,,
135.662480128,-7.9,,,,,,
135.672730112,-7.8,,,,,,
135.682610176,-7.7,,,,,,
135.692610048,-7.7,,,,,,
135.70262016,-7.7,,,,,,
135.712730112,-7.6,,,,,,
135.722610176,-7.6,,,,,,
135.732610048,-7.6,,,,,,
135.742610176,-7.6,,,,,,
135.752740096,-7.6,,,,,,
135.762610176,-7.6,,,,,,
135.772610048,-7.5,,,,,,
135.782610176,-7.5,,,,,,
135.792730112,-7.5,,,,,,
135.802610176,-7.5,,,,,,
135.812730112,-7.4,,,,,,
135.822610176,-7.4,,,,,,
135.832610048,-7.4,,,,,,
135.842610176,-7.4,,,,,,
135.852730112,-7.4,,,,,,
135.862610176,-7.4,,,,,,
135.872730112,-7.4,,,,,,
135.882610176,-7.4,,,,,,
135.892730112,-7.4,,,,,,
135.902610176,-7.4,,,,,,
135.912600064,-7.4,,,,,,
135.922610176,-7.4,,,,,,
135.932730112,-7.4,,,,,,
135.942610176,-7.4,,,,,,
135.952730112,-7.4,,,,,,
135.962610176,-7.4,,,,,,
135.972740096,-7.4,,,,,,
135.982610176,-7.4,,,,,,
135.992610048,-7.4,,,,,,
136.002600192,-7.4,,,,,,
136.012600064,-7.4,,,,,,
136.022610176,-7.4,,,,,,
136.032610048,-7.4,,,,,,
136.042610176,-7.4,,,,,,
136.052730112,-7.4,,,,,,
136.062610176,-7.4,,,,,,
136.072610048,-7.4,,,,,,
136.082610176,-7.4,,,,,,
136.092730112,-7.4,,,,,,
136.102610176,-7.4,,,,,,
136.112600064,-7.4,,,,,,
136.122610176,-7.4,,,,,,
136.132610048,-7.4,,,,,,
136.142610176,-7.4,,,,,,
136.152730112,-7.4,,,,,,
136.162610176,-7.4,,,,,,
136.172610048,-7.4,,,,,,
136.182600192,-7.4,,,,,,
136.192600064,-7.4,,,,,,
136.202600192,-7.4,,,,,,
136.212730112,-7.4,,,,,,
136.222610176,-7.4,,,,,,
136.232730112,-7.4,,,,,,
136.242610176,-7.4,,,,,,
136.252730112,-7.4,,,,,,
136.262610176,-7.4,,,,,,
136.272610048,-7.4,,,,,,
136.282600192,-7.4,,,,,,
136.292610048,-7.4,,,,,,
136.302610176,-7.4,,,,,,
136.312600064,-7.4,,,,,,
136.322610176,-7.4,,,,,,
136.332730112,-7.4,,,,,,
136.342600192,-7.4,,,,,,
136.352600064,-7.4,,,,,,
136.362600192,-7.4,,,,,,
136.372730112,-7.4,,,,,,
136.382610176,-7.4,,,,,,
136.392850176,-7.4,,,,,,
136.402600192,-7.4,,,,,,
136.412600064,-7.4,,,,,,
136.422600192,-7.4,,,,,,
136.432730112,-7.4,,,,,,
136.442600192,-7.4,,,,,,
136.452600064,-7.4,,,,,,
136.462600192,-7.4,,,,,,
136.472850176,-7.4,,,,,,
136.482610176,-7.4,,,,,,
136.492730112,-7.4,,,,,,
136.502600192,-7.3,,,,,,
136.512600064,-7.4,,,,,,
136.522600192,-7.3,,,,,,
136.532730112,-7.3,,,,,,
136.542600192,-7.3,,,,,,
136.552850176,-7.3,,,,,,
136.562600192,-7.2,,,,,,
136.572850176,-7.2,,,,,,
136.582600192,-7.1,,,,,,
136.59286016,-7.1,,,,,,
136.602600192,-7.1,,,,,,
136.612850176,-7,,,,,,
136.622600192,-7,,,,,,
136.632730112,-6.9,,,,,,
136.642600192,-6.9,,,,,,
136.652730112,-6.9,,,,,,
136.662600192,-6.9,,,,,,
136.672730112,-6.8,,,,,,
136.682610176,-6.8,,,,,,
136.692850176,-6.8,,,,,,
136.702600192,-6.7,,,,,,
136.712600064,-6.7,,,,,,
136.722600192,-6.6,,,,,,
136.732850176,-6.6,,,,,,
136.742600192,-6.5,,,,,,
136.752730112,-6.5,,,,,,
136.762600192,-6.5,,,,,,
136.772600064,-6.4,,,,,,
136.782600192,-6.3,,,,,,
136.792850176,-6.3,,,,,,
136.802600192,-6.2,,,,,,
136.812850176,-6.1,,,,,,
136.822600192,-6,,,,,,
136.832740096,-5.9,,,,,,
136.842600192,-5.8,,,,,,
136.852730112,-5.7,,,,,,
136.862600192,-5.7,,,,,,
136.872850176,-5.6,,,,,,
136.882600192,-5.4,,,,,,
136.892850176,-5.4,,,,,,
136.902600192,-5.3,,,,,,
136.912850176,-5.2,,,,,,
136.922600192,-5.2,,,,,,
136.932600064,-5.1,,,,,,
136.942600192,-5.1,,,,,,
136.952730112,-5.1,,,,,,
136.962600192,-5,,,,,,
136.972730112,-4.9,,,,,,
136.982600192,-4.8,,,,,,
136.992850176,-4.7,,,,,,
137.002600192,-4.6,,,,,,
137.012850176,-4.5,,,,,,
137.022600192,-4.5,,,,,,
137.032730112,-4.4,,,,,,
137.042600192,-4.4,,,,,,
137.052850176,-4.3,,,,,,
137.062600192,-4.3,,,,,,
137.072850176,-4.2,,,,,,
137.08272,-4.2,,,,,,
137.092850176,-4.2,,,,,,
137.10272,-4.1,,,,,,
137.112730112,-4,,,,,,
137.122729984,-4,,,,,,
137.132730112,-3.9,,,,,,
137.142729984,-3.8,,,,,,
137.152720128,-3.7,,,,,,
137.162729984,-3.6,,,,,,
137.172730112,-3.6,,,,,,
137.182729984,-3.5,,,,,,
137.192730112,-3.5,,,,,,
137.202729984,-3.5,,,,,,
137.212850176,-3.5,,,,,,
137.22272,-3.5,,,,,,
137.232720128,-3.5,,,,,,
137.24272,-3.5,,,,,,
137.252720128,-3.5,,,,,,
137.26272,-3.5,,,,,,
137.272850176,-3.5,,,,,,
137.28272,-3.5,,,,,,
137.292720128,-3.5,,,,,,
137.30272,-3.5,,,,,,
137.312720128,-3.5,,,,,,
137.32272,-3.5,,,,,,
137.332850176,-3.5,,,,,,
137.342729984,-3.5,,,,,,
137.352850176,-3.5,,,,,,
137.36272,-3.5,,,,,,
137.372850176,-3.5,,,,,,
137.38272,-3.5,,,,,,
137.392720128,-3.5,,,,,,
137.40272,-3.5,,,,,,
137.412840192,-3.5,,,,,,
137.422729984,-3.5,,,,,,
137.432720128,-3.5,,,,,,
137.44272,-3.5,,,,,,
137.452730112,-3.5,,,,,,
137.46272,-3.5,,,,,,
137.472720128,-3.5,,,,,,
137.482729984,-3.5,,,,,,
137.492850176,-3.5,,,,,,
137.50272,-3.5,,,,,,
137.512720128,-3.5,,,,,,
137.52272,-3.5,,,,,,
137.532720128,-3.5,,,,,,
137.54272,-3.5,,,,,,
137.552850176,-3.5,,,,,,
137.562729984,-3.5,,,,,,
137.572720128,-3.5,,,,,,
137.58272,-3.5,,,,,,
137.592720128,-3.5,,,,,,
137.60272,-3.5,,,,,,
137.612720128,-3.5,,,,,,
137.62272,-3.5,,,,,,
137.632720128,-3.5,,,,,,
137.64272,-3.5,,,,,,
137.652730112,-3.5,,,,,,
137.66272,-3.6,,,,,,
137.672720128,-3.6,,,,,,
137.68272,-3.7,,,,,,
137.692840192,-3.8,,,,,,
137.70272,-3.9,,,,,,
137.712720128,-4,,,,,,
137.72272,-4.1,,,,,,
137.732720128,-4.2,,,,,,
137.74272,-4.3,,,,,,
137.752720128,-4.4,,,,,,
137.76272,-4.5,,,,,,
137.772850176,-4.7,,,,,,
137.78272,-4.8,,,,,,
137.792720128,-4.9,,,,,,
137.80272,-5.1,,,,,,
137.812969984,-5.2,,,,,,
137.82272,-5.4,,,,,,
137.832850176,-5.4,,,,,,
137.84272,-5.5,,,,,,
137.852840192,-5.6,,,,,,
137.86272,-5.7,,,,,,
137.872720128,-5.7,,,,,,
137.88272,-5.7,,,,,,
137.892720128,-5.7,,,,,,
137.90272,-5.7,,,,,,
137.912710144,-5.7,,,,,,
137.92272,-5.7,,,,,,
137.932720128,-5.7,,,,,,
137.94272,-5.7,,,,,,
137.952720128,-5.7,,,,,,
137.96272,-5.7,,,,,,
137.972840192,-5.7,,,,,,
137.98272,-5.6,,,,,,
137.992720128,-5.5,,,,,,
138.00272,-5.4,,,,,,
138.012850176,-5.2,,,,,,
138.02272,-5.1,,,,,,
138.032720128,-5.1,,,,,,
138.04272,-5,,,,,,
138.052720128,-4.9,,,,,,
138.06272,-4.8,,,,,,
138.072720128,-4.8,,,,,,
138.082710016,-4.7,,,,,,
138.092720128,-4.6,,,,,,
138.10272,-4.5,,,,,,
138.112710144,-4.4,,,,,,
138.12272,-4.3,,,,,,
138.132720128,-4.3,,,,,,
138.14272,-4.3,,,,,,
138.152720128,-4.3,,,,,,
138.16272,-4.2,,,,,,
138.172969984,-4.3,,,,,,
138.18272,-4.2,,,,,,
138.192710144,-4.1,,,,,,
138.20272,-4.1,,,,,,
138.212840192,-4.1,,,,,,
138.22272,-4,,,,,,
138.232720128,-4,,,,,,
138.24272,-4,,,,,,
138.252840192,-4,,,,,,
138.26272,-4,,,,,,
138.272720128,-4,,,,,,
138.28272,-4,,,,,,
138.292710144,-4,,,,,,
138.302710016,-4,,,,,,
